Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,soil_type,Wilderness
2730,334,8,127,3,1195,202,229,167,1790,1,12,1
3283,290,18,450,68,3195,167,235,207,1173,2,32,3
3230,4,24,60,30,3097,181,186,136,212,7,22,3
3275,351,19,510,147,1405,182,204,157,2100,2,33,3
2898,162,8,421,82,3566,228,242,147,3152,2,12,1
3059,294,26,408,269,992,138,223,221,1362,1,33,3
2697,135,1,540,-18,997,221,238,153,1549,2,12,1
2856,2,22,150,12,1182,183,192,140,1679,2,30,1
3085,188,24,908,115,3154,214,249,155,2184,2,33,3
3388,354,17,108,21,5193,189,207,155,3630,7,38,3
3096,35,11,382,26,3678,219,215,130,2627,1,30,1
2973,0,3,30,1,1764,215,233,156,3546,1,23,1
2565,208,8,433,164,890,215,248,169,932,3,3,3
3081,251,10,331,162,2630,198,247,187,2714,2,31,3
2821,49,16,60,23,932,225,205,110,1889,1,30,1
3042,16,13,120,7,997,208,213,140,108,1,24,3
2621,78,12,382,83,1019,235,219,114,3661,2,29,1
2965,60,9,201,10,4674,228,221,126,5428,2,12,1
2541,135,29,540,133,514,250,214,70,1273,3,4,3
3344,85,17,201,-4,3126,242,210,92,1719,7,39,3
3191,49,5,767,110,1341,222,229,143,2442,1,32,3
3101,270,14,150,48,1517,184,244,199,1172,1,23,3
2753,69,32,175,61,1518,234,161,33,1415,2,33,3
2742,352,5,313,8,1291,211,231,158,1205,2,12,1
2922,71,10,362,9,4877,231,221,121,2892,1,23,1
2972,52,21,390,36,3818,225,189,87,5891,2,29,1
3212,213,7,277,58,1214,214,246,168,2007,1,29,1
3353,217,9,124,2,2581,211,249,174,663,7,38,3
2925,151,7,255,16,4245,230,240,143,4024,2,29,1
3165,268,17,404,46,3275,174,244,208,1764,2,31,3
3168,110,7,127,13,4543,233,232,132,2899,1,29,1
2911,306,8,268,44,3345,198,236,178,2962,2,12,1
3167,194,15,450,155,2166,216,251,165,1827,2,33,3
3406,162,21,446,247,1680,235,240,126,649,7,40,3
2816,12,22,420,61,1506,191,189,128,660,2,28,3
3060,20,6,277,28,3181,216,228,149,1126,2,32,3
3068,265,11,576,-52,2232,191,245,193,1543,2,32,3
2734,255,15,30,7,1632,184,248,202,1120,5,23,3
2604,10,16,255,48,446,200,205,139,949,3,10,3
3071,303,8,42,7,2563,197,236,179,1906,2,20,3
2772,64,6,216,14,2682,226,228,136,6017,2,12,1
2960,320,11,484,29,2145,191,229,178,1055,1,23,3
3258,187,8,470,56,2564,221,246,159,1374,1,33,3
2575,87,22,285,55,1041,246,198,70,760,2,11,3
2754,107,6,30,-8,2616,230,233,137,1834,2,20,1
2617,294,10,201,17,711,191,238,187,1315,3,10,3
2512,253,27,67,29,914,150,246,226,1430,2,28,3
2635,19,19,228,80,2078,202,195,124,2308,2,11,3
3280,154,18,295,56,1426,238,239,124,2472,1,29,1
2922,117,8,658,156,2495,235,232,129,553,1,31,3
2995,217,7,633,79,5676,213,247,171,3737,2,29,1
2603,229,10,255,103,1136,205,250,182,1172,3,3,3
2959,40,14,60,-6,1529,220,208,120,1396,2,33,3
2973,150,19,150,41,1405,240,236,118,3336,1,22,1
3163,13,20,525,22,2215,196,195,131,1200,2,32,3
3304,116,11,180,8,4014,240,229,118,2315,1,38,1
3093,103,14,212,-4,5037,242,222,106,60,2,29,1
2615,351,3,108,1,769,214,234,158,1689,2,29,1
2952,152,6,402,39,3833,227,240,147,4380,2,12,1
2704,45,14,297,-2,834,223,210,118,228,2,10,3
2652,47,15,190,35,2274,224,206,112,2253,6,10,3
2945,162,21,95,17,853,235,240,125,1207,1,33,3
3185,67,9,390,117,1850,229,222,125,2797,2,29,1
3024,190,19,771,80,3039,216,251,161,2188,2,33,3
3253,30,13,162,34,1369,216,212,130,2403,1,23,1
2936,240,19,258,95,932,181,252,205,242,2,13,3
3324,57,13,30,-2,2952,228,211,114,1789,7,38,3
3115,38,6,228,25,2056,220,227,143,2068,2,29,1
3162,24,9,400,20,3309,215,220,141,3977,1,29,1
2756,58,8,170,-1,1710,226,224,132,1339,2,29,1
3194,77,13,150,46,1637,236,215,107,2195,1,33,3
2883,339,20,150,21,1703,174,207,170,2746,2,33,3
2941,169,2,242,24,3733,221,240,155,4678,2,12,1
2801,85,22,175,63,324,245,198,71,1353,5,30,1
2531,203,32,201,105,170,186,248,176,661,2,3,3
3257,324,13,134,35,3445,188,226,178,4045,1,38,1
3161,272,6,30,3,5583,203,242,178,2041,2,23,1
3297,79,20,552,128,1544,241,200,80,1561,1,39,1
3034,318,7,840,148,5676,202,234,172,5375,2,12,1
2677,80,12,175,-30,1155,236,218,111,2210,2,29,1
3012,61,6,67,2,3972,225,228,137,1235,2,29,1
2894,231,16,127,31,4170,194,253,193,3679,2,30,1
3018,14,13,470,175,2034,207,213,141,2890,2,32,3
2529,170,16,242,71,2140,230,245,142,234,3,4,3
3174,8,19,277,46,4042,194,198,137,934,1,24,3
3269,174,18,600,81,1503,228,246,144,2315,1,39,1
2889,345,7,0,0,4021,206,229,161,3993,2,23,1
2660,41,14,255,4,1718,221,208,119,1693,2,10,3
3096,304,7,382,-1,2448,200,236,176,2167,2,32,3
2995,162,10,319,22,5044,231,243,143,1498,2,30,1
2768,50,11,573,29,1597,225,215,123,2713,2,12,1
2645,82,21,30,14,2486,243,199,77,1113,2,10,3
2878,330,8,242,55,2483,202,231,168,2210,1,29,1
2582,26,8,255,-4,366,216,222,142,1224,2,9,1
3174,76,20,661,238,1406,240,199,82,2576,2,33,3
2924,53,7,153,25,1142,224,225,135,2314,2,32,3
3071,135,8,190,-33,663,233,237,135,1666,1,23,1
3114,105,19,42,8,1249,249,213,85,2230,1,30,1
2503,50,12,524,-4,926,225,214,121,3922,2,18,1
2886,112,17,42,8,1415,247,220,97,2590,2,33,3
3153,126,8,240,14,5117,234,235,132,2663,2,29,1
2616,68,7,366,65,808,227,226,133,722,2,20,1
2704,89,12,30,4,2419,239,220,109,1978,2,12,1
3004,98,7,499,39,5432,232,230,130,5830,2,12,1
3014,198,8,997,128,5702,218,247,164,5650,2,30,1
3254,257,11,792,188,6274,193,247,192,1747,2,29,1
3181,31,6,0,0,2704,219,228,145,2813,1,23,3
3107,228,14,134,2,1103,199,252,188,1574,2,29,1
3142,22,17,663,-48,3598,207,201,126,2935,2,29,1
2976,337,5,90,5,1740,208,232,163,3503,1,23,1
2774,151,9,255,11,2839,231,240,140,2040,2,12,1
3195,30,8,190,-20,2928,218,223,141,1528,1,29,1
2712,95,17,210,73,912,245,213,92,1087,2,33,3
2875,142,17,218,69,2145,242,234,115,1129,5,13,3
3323,82,24,190,30,2105,245,191,63,2071,7,39,3
3150,266,17,631,239,5535,173,245,209,1150,2,29,1
2940,307,14,60,20,2100,181,231,190,2202,1,23,3
2960,332,14,210,61,3388,187,222,174,2026,2,29,1
2806,38,21,234,26,2787,215,190,102,150,1,10,3
3249,60,29,127,37,3641,228,167,52,2791,1,23,1
2956,156,17,480,118,711,237,240,127,2139,5,33,3
2931,45,20,60,13,480,221,191,96,1681,2,33,3
3337,199,9,210,26,1048,217,248,165,1714,1,32,3
2877,125,26,192,75,4481,252,212,71,366,2,30,1
3170,49,17,547,75,5626,225,202,105,1426,1,29,1
2673,72,5,212,18,1530,226,230,138,6162,2,12,1
2873,131,5,376,36,3906,228,237,144,5968,2,12,1
3155,4,4,342,10,5784,215,232,155,902,1,19,1
2870,295,12,30,6,2080,185,237,192,968,5,33,3
2888,153,11,175,18,2066,233,241,138,2536,2,29,1
2824,357,10,30,-3,4952,205,222,155,240,1,29,1
2673,128,16,30,6,3099,245,228,108,6212,2,30,1
2628,90,11,30,-12,1677,237,223,116,234,2,10,3
3206,291,19,162,2,4110,163,233,209,1782,1,22,3
2956,43,17,648,137,1293,221,201,110,2605,2,33,3
2870,153,26,124,35,1587,240,231,103,2014,2,4,3
2645,73,18,30,-5,1148,238,203,91,2024,2,29,1
2881,197,15,85,12,4265,215,252,167,3750,1,30,1
2988,45,13,658,39,4213,223,211,120,4402,2,29,1
2810,26,13,42,7,2040,213,211,132,1515,2,33,3
2545,41,15,402,6,466,221,205,116,741,2,12,1
2286,89,20,30,12,30,246,204,79,930,3,3,3
3080,222,11,256,57,721,206,251,180,1075,2,32,3
3297,276,28,402,15,2087,133,232,232,3129,1,39,1
3009,40,16,134,17,573,220,203,113,1814,1,29,1
3023,352,14,108,39,1307,194,214,158,1383,2,23,3
2962,63,2,127,13,1863,221,234,150,134,2,32,3
2756,288,23,216,82,1301,149,231,219,808,2,24,3
2696,197,9,120,10,1590,218,248,164,3820,2,12,1
2853,81,22,424,184,1682,243,194,69,1588,2,13,3
2919,225,18,85,29,4996,193,254,193,1273,2,30,1
3016,19,13,247,49,390,210,212,137,426,2,31,3
2855,63,20,162,50,190,233,195,85,391,1,29,1
3157,81,19,732,155,2249,242,203,84,2781,1,24,3
3060,124,5,42,0,4098,229,236,141,680,1,29,1
2352,124,17,300,78,283,246,226,102,1129,3,3,3
2775,77,12,190,8,2140,235,217,112,1168,2,12,1
3134,322,3,752,79,1914,212,236,162,2630,1,32,3
2945,149,14,247,42,3203,238,238,127,1423,2,29,1
2550,182,23,90,38,2185,220,248,148,939,3,4,3
2795,59,27,242,120,272,228,174,62,1736,5,29,1
3012,333,15,134,33,4909,184,220,174,1024,2,29,1
2949,190,16,361,63,1824,218,251,161,1842,2,33,3
2593,143,20,127,35,1260,244,231,107,595,2,30,1
3017,225,8,603,107,1883,209,248,176,2292,2,32,3
3160,57,26,210,4,1613,227,175,65,2475,1,33,3
3249,37,12,297,36,6195,219,213,127,648,1,22,1
2981,315,35,510,50,2017,106,187,208,1222,2,33,3
3172,103,8,277,30,3099,234,230,127,4260,1,23,1
2982,257,17,324,20,5796,177,248,208,1895,1,29,1
3126,140,12,272,10,2086,238,236,126,2610,2,32,3
3108,80,13,95,0,2067,237,216,108,2568,1,32,3
2602,143,7,255,71,283,231,239,140,1567,2,12,1
2880,301,7,108,12,1839,201,237,176,1172,2,32,3
3213,41,13,297,24,1421,221,211,123,1127,1,39,3
3208,306,13,85,20,2715,182,232,189,1230,1,23,3
2932,62,16,120,16,4938,232,205,101,1879,2,29,1
2759,145,8,30,-1,2039,231,239,141,3362,2,20,1
3035,5,16,212,40,1183,198,208,145,391,1,24,3
2766,62,6,212,13,1095,225,228,138,2420,2,11,3
3134,55,11,0,0,3073,227,215,120,3829,1,22,1
2991,246,16,180,40,3225,187,250,200,1243,2,32,3
2831,353,14,564,84,3147,195,214,156,1422,2,32,3
3091,63,4,607,37,2742,224,231,143,1913,2,32,3
3188,135,5,0,0,3666,228,238,144,3369,1,23,1
2980,34,18,690,217,1714,215,199,114,2078,2,33,3
2614,88,26,212,62,2069,248,187,53,700,6,4,3
3093,54,11,108,7,2792,226,216,122,2038,1,31,3
3245,308,8,242,42,4564,197,235,178,663,1,39,1
2959,25,5,516,40,4803,218,229,148,5370,2,12,1
2719,88,6,201,0,2147,229,230,135,6672,2,12,1
2626,191,26,124,41,1716,209,249,159,2751,3,4,3
3306,83,13,127,21,1666,238,216,106,1954,1,38,1
2952,199,31,212,64,1805,193,248,169,2250,2,33,3
3014,256,8,485,25,1249,202,245,182,1634,2,32,3
3368,33,16,577,184,3433,215,205,121,1830,7,39,3
3130,35,4,361,55,1907,219,231,148,2543,2,32,3
2997,29,15,859,199,2932,214,207,125,726,2,32,3
2759,109,21,270,127,300,250,212,80,553,5,30,1
3295,220,11,540,68,4172,208,250,178,2097,7,23,1
2949,130,11,153,63,5726,238,234,125,4774,2,30,1
3239,62,14,768,158,1507,231,211,109,3261,1,33,3
2960,81,3,295,0,1276,223,234,146,1951,1,22,1
2713,25,13,85,14,1033,213,212,133,1758,1,12,1
2789,40,15,350,55,108,220,207,118,759,2,11,3
2449,228,14,67,8,576,199,252,188,706,3,3,3
3179,152,6,0,0,3480,227,240,147,3178,1,23,1
2876,108,19,577,105,990,249,215,87,2564,2,11,3
3014,225,9,309,39,5671,208,249,177,2012,1,29,1
3072,324,12,371,32,4965,188,226,178,481,2,29,1
2800,22,23,361,20,2687,199,185,115,150,1,10,3
3103,117,11,391,37,2496,238,230,121,2571,1,32,3
3365,78,13,518,131,1831,237,215,106,2010,1,38,1
3193,317,15,95,2,4175,179,225,186,1848,1,22,3
2687,8,12,30,7,1943,206,216,147,6780,1,12,1
2948,202,12,752,106,2717,214,251,169,1645,2,26,3
2930,26,6,90,10,1651,217,227,146,1678,2,29,1
2951,297,1,150,22,4039,216,238,160,4897,2,12,1
3022,319,21,212,56,934,161,215,192,2382,1,22,3
3297,57,21,510,18,1567,229,191,84,1595,1,39,1
3039,311,9,212,4,1935,196,234,178,1907,2,31,3
2728,88,8,589,20,1084,233,227,126,875,2,12,1
3142,50,15,60,10,1410,226,207,112,2555,1,22,3
3030,69,12,339,50,4499,233,215,113,722,1,29,1
3224,147,8,684,17,1129,232,239,140,2330,2,33,3
2495,203,12,60,6,1155,214,250,170,1284,2,2,3
3394,311,14,443,53,1641,182,230,187,685,7,38,3
3096,128,14,30,5,4981,242,231,114,1549,1,19,1
3112,70,24,424,37,1298,237,186,67,2885,2,33,3
2772,69,17,108,30,2711,236,205,95,2187,2,10,3
2596,89,12,190,18,1401,237,221,113,495,2,11,3
3270,0,0,0,0,5822,218,238,156,612,1,38,1
2663,156,11,153,13,932,233,241,138,1493,2,4,3
2763,134,15,85,20,2971,243,231,113,2754,2,30,1
2919,106,16,450,123,918,246,218,96,1025,2,29,1
2913,324,10,170,32,1008,195,229,174,2048,2,31,3
3030,27,11,180,22,2530,215,217,137,1150,1,29,1
3201,147,10,0,0,2271,234,239,136,3181,1,29,1
2928,63,15,180,7,2112,232,207,104,2173,1,22,3
2861,72,10,283,8,3331,232,221,120,3062,2,12,1
2599,51,6,247,-16,1071,223,227,139,285,2,29,1
2668,186,23,400,224,395,217,249,153,878,2,3,3
2901,355,10,618,150,983,203,222,157,2832,2,33,3
3108,20,8,127,7,3733,215,224,145,1477,1,29,1
2932,256,9,579,26,5584,199,246,185,2145,2,19,1
2544,4,14,95,25,1929,201,212,148,1978,2,10,3
3203,11,9,30,0,1689,211,222,148,571,1,23,1
3097,208,22,947,102,3166,200,254,181,2248,2,33,3
2871,58,14,85,0,636,230,209,109,150,2,33,3
2779,308,14,256,44,1733,180,230,190,1099,5,10,3
2806,76,39,234,119,255,235,141,0,1371,5,29,1
2742,58,12,242,40,1698,228,215,117,313,1,31,3
2990,338,3,808,146,1234,214,235,160,2145,2,32,3
3200,36,6,85,-12,2697,220,226,142,2377,1,23,1
3439,38,29,730,224,2391,207,165,76,1883,1,40,1
3100,31,6,553,44,5248,219,228,145,1566,1,20,1
2881,131,19,182,-23,1290,247,226,99,1905,1,29,1
2567,34,9,95,-6,1075,219,221,137,524,1,9,1
3191,4,12,706,0,3067,204,218,150,3481,1,30,1
3410,64,16,242,93,4015,233,205,99,765,1,40,1
2664,354,5,285,21,1290,212,231,157,5894,2,12,1
3037,83,4,350,-62,660,225,233,143,1282,1,23,1
3237,257,16,216,26,3101,181,248,205,1124,1,31,3
2905,146,13,255,12,2175,237,238,129,769,2,32,3
2937,321,6,67,0,1622,204,234,169,192,2,32,3
2913,36,6,408,0,4914,220,226,143,2938,1,8,1
2665,129,10,95,0,1358,237,234,127,1294,2,12,1
3123,270,10,212,21,1416,194,244,189,2106,1,23,3
3347,212,6,240,29,960,215,246,167,1892,1,32,3
3099,14,23,451,73,904,191,185,123,1387,1,24,3
2922,164,3,255,31,1631,223,240,153,1315,2,32,3
3007,78,10,175,-12,4045,234,221,118,1237,2,29,1
2457,257,14,242,56,808,185,248,200,1065,3,2,3
2761,99,23,67,43,2060,250,201,65,765,2,13,3
3142,74,22,170,-11,2798,240,193,73,1926,1,31,3
3219,207,21,210,43,3185,201,254,180,3192,1,22,1
2865,351,26,150,55,153,165,187,154,666,2,29,1
3201,27,13,541,84,977,214,212,132,2234,1,22,3
2988,209,6,0,0,2100,216,246,166,1282,1,21,3
2435,69,19,240,38,566,236,200,88,1018,6,10,3
2873,319,13,30,6,5037,186,227,181,4430,1,16,1
3080,171,10,272,-27,540,227,245,149,1736,1,22,1
3131,76,22,95,-8,899,241,193,71,1290,1,29,1
3208,279,15,153,14,2952,177,241,203,976,1,31,3
3297,6,12,42,1,3416,205,216,148,2466,7,23,3
2883,27,10,509,135,2631,216,219,139,930,2,31,3
2975,14,20,120,30,2431,196,193,129,1784,1,33,3
2772,329,18,85,23,3390,175,216,180,5913,1,29,1
3279,266,12,30,6,6024,189,245,196,430,1,38,1
2739,339,23,120,65,1113,164,200,170,1230,2,24,3
3229,53,24,540,233,785,225,180,75,2022,7,30,1
3367,347,13,779,96,1194,195,218,162,1766,7,38,3
2957,134,17,306,54,3161,244,230,109,1458,2,29,1
3034,33,16,426,175,1509,215,202,118,3247,1,31,3
2802,325,11,150,42,1816,192,228,175,2871,2,29,1
2493,195,7,0,0,957,219,246,162,726,3,4,3
2791,97,10,450,3,841,236,226,120,1120,2,11,3
2929,44,16,182,0,5038,222,202,110,2227,2,16,1
2908,73,15,127,19,2024,237,209,100,2226,1,22,3
3185,198,8,42,4,2486,218,247,164,1020,1,23,1
3232,0,4,470,211,2701,213,232,156,2845,1,31,3
3185,348,9,30,6,1784,203,225,161,1797,1,29,1
3276,301,12,258,195,4124,185,234,189,1072,2,29,1
2830,80,13,90,-24,1595,237,215,107,2230,2,29,1
3299,121,12,342,66,1805,240,230,117,1663,2,29,1
3248,64,7,270,70,800,227,226,133,1703,1,22,1
3173,83,17,192,33,1065,241,208,91,1608,1,29,1
3158,264,21,433,92,5916,164,245,217,2049,2,30,1
3385,295,12,934,128,1092,185,237,192,2103,1,32,3
2906,318,12,190,33,2682,187,229,181,2295,1,24,3
2948,171,6,134,3,2048,224,243,153,1795,2,29,1
3034,303,11,485,-86,1919,189,235,186,2268,2,31,3
2995,38,11,228,58,1847,220,216,129,2526,2,32,3
2921,14,19,30,4,3392,199,198,132,2658,2,23,1
2612,123,12,180,37,1687,240,231,120,573,2,11,3
2985,19,11,277,53,3087,212,216,140,949,2,33,3
2935,61,10,30,-1,4595,228,220,124,4650,1,23,1
2726,98,11,30,-4,1237,238,224,115,745,1,31,3
2622,355,17,0,0,1987,191,208,154,4634,2,20,1
2855,351,26,216,30,1073,165,187,154,1889,2,24,3
2761,116,14,0,0,514,244,226,107,277,5,30,1
3345,354,18,511,11,3716,187,205,154,3492,7,40,3
3009,90,4,474,114,2489,226,233,141,1863,2,32,3
2841,350,20,201,64,1961,179,202,157,2821,2,29,1
3030,304,14,120,35,2407,181,232,191,1501,2,32,3
3101,248,8,313,47,641,204,246,180,1034,2,32,3
2670,50,7,108,0,537,224,225,136,1249,2,12,1
3038,42,11,0,0,4644,222,216,128,1103,2,23,1
2632,58,6,120,-4,1008,225,227,137,5883,2,29,1
3229,59,6,366,22,4765,224,228,139,2234,1,38,1
2925,88,8,216,52,1989,233,227,126,2230,2,32,3
2896,10,15,242,-9,1505,202,209,141,2244,2,13,3
2522,210,17,60,-4,1463,205,254,180,1383,2,2,3
3127,69,23,395,102,2227,237,188,69,1786,1,33,3
2998,86,7,313,33,5257,231,228,130,5950,2,12,1
2819,218,29,67,44,2458,176,252,198,513,2,13,3
2916,221,17,95,26,5011,197,254,189,1253,2,30,1
2445,158,21,283,73,1194,238,238,120,1328,3,4,3
3295,102,13,342,72,3181,242,222,107,2944,2,32,3
3048,311,13,85,9,2084,183,230,187,1263,1,22,3
3464,170,22,108,20,3207,230,243,134,1114,7,35,3
2984,9,9,134,-11,930,210,222,149,2148,1,32,3
2738,163,6,309,25,2306,226,242,149,1632,2,12,1
3177,53,32,474,64,816,219,155,0,1712,1,30,1
2943,21,16,497,79,2737,208,204,129,1874,2,29,1
3106,86,6,0,0,1063,229,230,134,2100,2,22,1
3007,8,17,30,11,845,198,204,141,1471,2,23,3
3104,81,10,350,26,1768,234,222,118,2927,1,32,3
2888,194,18,212,90,1233,215,252,165,2792,2,11,3
2801,36,6,576,69,3112,220,226,142,6428,2,12,1
2702,295,23,108,26,1694,149,227,215,1237,2,13,3
2814,6,11,42,5,1224,206,218,149,2934,1,23,3
2967,106,23,127,27,1144,251,206,70,571,2,33,3
3276,88,17,721,128,6210,243,211,92,1982,2,29,1
3258,51,18,150,23,1570,226,197,99,942,1,38,3
3257,146,22,150,19,4179,244,231,105,2367,1,23,1
2804,63,13,433,136,443,231,213,112,2188,5,29,1
2914,11,10,371,1,3382,210,221,147,3923,2,12,1
2948,116,22,150,39,4020,251,213,78,2448,2,29,1
2970,281,17,960,595,1040,172,239,206,2045,2,32,3
3235,143,7,0,0,2616,231,239,140,1194,1,23,1
3101,351,26,150,50,979,165,186,153,2032,1,29,1
2991,76,4,361,6,5215,225,232,143,5281,2,19,1
3205,260,5,255,-15,6141,207,243,174,1379,2,19,1
2965,14,9,0,0,3168,212,222,147,1082,1,20,3
3346,325,11,30,5,2620,191,227,176,649,7,35,3
2750,74,4,85,1,1022,225,231,142,2295,2,11,3
3145,202,8,540,108,2001,217,248,166,979,2,32,3
3126,327,28,124,42,1127,142,196,188,2140,1,29,1
3155,308,10,30,-2,4325,191,234,182,3398,1,22,1
2740,105,14,67,23,1802,243,222,105,3458,2,12,1
2722,294,16,228,21,1422,175,235,200,2089,5,10,3
3200,76,4,330,-6,1973,225,232,143,2850,7,29,1
2973,261,17,90,27,1181,176,247,208,417,2,32,3
3130,319,17,190,45,5070,175,222,187,531,2,29,1
2945,358,7,162,14,1917,209,227,156,875,2,23,3
2349,78,18,60,-4,90,241,204,86,175,6,3,3
2806,150,5,150,42,1756,227,240,147,1224,2,13,3
2723,346,19,67,16,242,181,207,163,726,1,30,1
3139,170,11,210,30,2239,228,245,148,2466,1,30,1
2532,28,8,511,6,785,217,223,141,3717,2,18,1
2414,52,17,108,5,1455,226,202,104,541,3,10,3
3050,198,18,0,0,2469,212,252,169,1050,2,23,3
2988,180,9,430,72,5543,224,246,155,3342,2,29,1
2775,17,12,124,13,1524,210,214,140,1406,2,12,1
3345,5,9,457,55,3578,209,223,152,1594,1,39,1
2908,282,35,180,104,1952,104,217,241,1182,2,13,3
3138,279,14,666,71,3362,180,241,200,1996,1,31,3
2956,295,17,309,-69,497,169,233,203,866,1,31,3
3083,345,11,30,6,1410,199,223,163,2525,1,24,3
2878,83,4,0,0,3522,225,233,143,1879,2,20,1
2909,309,20,127,44,1040,160,222,201,895,2,32,3
2577,35,4,30,0,886,219,231,148,1411,6,11,3
2768,91,33,210,119,210,249,168,20,2548,5,30,1
3076,104,15,108,9,1410,244,220,101,1338,1,29,1
2988,125,25,153,52,1776,252,213,72,2751,2,33,3
2577,30,23,150,29,277,207,184,104,1396,6,10,3
2959,338,17,192,37,1298,182,214,171,3115,1,22,1
2842,21,12,85,8,3469,212,214,138,5460,2,12,1
3255,224,13,837,120,663,203,252,184,2787,2,32,3
2978,70,6,268,26,4595,226,229,137,5641,2,12,1
2947,74,7,150,-9,3420,229,227,132,2294,1,29,1
2965,17,9,42,0,2282,213,222,145,902,2,20,1
3035,239,3,0,0,1723,214,241,165,1739,1,21,3
2962,233,14,90,18,124,196,252,191,1170,2,32,3
2985,2,8,510,64,1906,209,224,154,842,2,31,3
2772,81,14,162,8,1602,238,214,104,1991,2,29,1
2735,263,12,85,27,1116,190,246,194,2374,2,29,1
2842,92,23,90,44,108,248,198,66,648,1,29,1
3021,338,3,417,45,5334,214,235,160,1237,2,29,1
2946,66,24,67,22,5076,235,184,67,418,2,30,1
3254,125,22,390,217,3874,250,219,85,2690,1,33,3
2865,336,20,60,20,2496,171,208,174,511,2,23,3
2353,129,18,108,31,153,246,227,102,664,3,4,3
3040,47,11,150,23,4536,224,216,125,642,2,29,1
3037,72,3,604,46,5648,223,233,146,5340,1,12,1
2635,63,12,30,0,1154,230,216,117,866,2,30,1
2742,346,7,60,3,1399,207,229,161,2529,2,29,1
2973,9,29,180,114,552,175,170,121,3046,2,24,3
3331,181,13,218,52,3733,224,248,154,1694,1,38,3
3157,105,7,134,9,3882,232,232,133,323,1,33,3
3029,182,6,324,50,4853,222,244,157,834,2,29,1
3188,7,8,30,5,1734,210,224,151,514,1,23,1
2982,110,6,210,4,3989,230,234,138,5598,2,29,1
3070,13,4,162,4,3531,215,231,152,1510,2,23,1
3119,122,9,216,26,3794,236,233,127,5026,1,29,1
2597,56,24,342,78,430,227,181,74,2471,2,29,1
3054,241,13,297,59,3078,194,251,193,1061,1,32,3
3137,332,21,404,156,297,166,208,179,1398,1,24,3
3268,92,15,268,-28,3132,242,216,99,2026,7,38,3
2563,205,15,60,-1,1337,210,253,174,1050,3,17,3
3102,4,18,108,19,4819,193,202,144,3054,1,29,1
2893,92,31,201,66,5466,250,176,31,4357,2,29,1
2952,53,16,67,6,4253,227,204,106,366,1,29,1
2772,162,29,192,105,3181,233,232,107,6120,2,30,1
2762,326,2,182,7,997,215,237,160,1033,1,31,3
3221,101,9,67,10,1230,235,228,124,2674,1,32,3
3079,331,26,192,54,2431,152,198,181,2995,1,22,1
2906,342,2,313,2,4611,214,235,159,5049,2,19,1
3169,344,19,228,67,2659,179,207,165,722,1,24,3
2849,323,21,134,14,2431,161,213,189,1082,2,33,3
3024,348,7,470,49,2933,207,229,160,577,2,32,3
3069,302,14,0,0,3690,179,233,193,1047,1,22,3
3095,317,8,95,-7,874,200,233,173,1681,1,23,1
3154,47,17,295,83,3446,224,201,106,1595,1,31,3
2968,48,11,242,29,1798,224,216,124,2589,2,23,3
2967,48,12,192,27,2023,224,213,120,600,1,32,3
2943,8,14,67,13,1142,203,212,145,2308,1,29,1
3443,130,12,569,286,1714,240,233,121,738,7,40,3
2732,16,12,430,-15,1518,210,215,141,2007,2,30,1
2746,228,12,67,2,2701,202,251,185,1983,2,12,1
2954,107,10,60,-1,900,237,228,121,1592,2,33,3
2952,84,18,0,0,551,242,207,88,446,1,22,1
3272,271,10,30,9,3037,193,243,189,646,1,23,3
3054,69,13,509,145,4255,233,214,110,4682,1,29,1
3071,285,14,541,155,3207,181,239,198,2064,1,23,3
3243,82,7,658,95,5989,230,228,132,1567,1,29,1
2725,139,20,30,8,3262,246,229,101,1660,1,16,1
3123,268,9,474,69,335,197,244,185,807,2,32,3
3317,151,8,216,3,3874,231,240,141,2522,7,38,1
3273,306,10,446,83,840,192,235,183,503,1,32,3
2811,86,12,402,33,3128,237,221,113,6561,2,12,1
3323,60,11,510,44,999,229,216,119,2605,1,38,1
3055,0,1,0,0,3394,217,236,156,660,1,19,1
2686,157,14,210,58,3548,235,241,134,2488,2,11,3
2995,49,5,330,23,5305,222,229,143,6381,2,29,1
2936,97,4,295,29,3491,226,234,143,4635,2,12,1
2908,98,19,0,0,323,247,210,83,553,1,29,1
3298,69,4,350,200,4132,224,231,143,1253,2,29,1
3117,83,6,360,100,1410,229,230,135,1099,2,32,3
2726,86,13,240,61,270,239,217,107,2230,5,29,1
2815,82,7,0,0,1205,230,228,132,418,2,23,3
2784,337,23,268,94,959,162,200,173,2308,2,33,3
2988,344,14,242,73,4532,192,218,164,2118,2,30,1
3011,26,23,300,121,2471,203,185,109,1822,1,33,3
2999,30,23,319,109,2446,206,183,103,1851,1,33,3
2771,310,18,60,16,3812,168,225,196,1064,2,29,1
3287,215,8,488,68,3611,213,248,171,2666,1,23,1
2870,5,18,0,0,175,194,201,142,2101,2,23,1
3242,37,5,402,63,4368,220,229,146,2809,1,22,1
2849,39,13,433,-78,497,220,210,122,2079,2,29,1
2773,241,10,210,10,1476,202,248,184,1756,1,12,1
2942,100,13,277,50,3554,242,221,107,2910,2,29,1
